league,opp,opp2,result,conf,ROI,date,outcome
premier-league,West Ham,Tottenham,X2,Low conf,2.0,05.05.17,lose
primera-division,Malaga,Sevilla,1,Med conf,1.6,01.05.17,win
super-lig,Bursaspor,Galatasaray,2,Low conf,2.1,01.05.17,win
super-lig,Osmanlispor,Konyaspor,2,Med conf,1.3,01.05.17,lose
premier-league,Watford,Liverpool,2,Med conf,1.6,01.05.17,win
primera-division,Osasuna,La Coruna,2,Med conf,1.5,30.04.17,lose
primera-division,Betis,Alaves,12,High conf,1.2,30.04.17,win
primera-division,Eibar,Leganes,1,Med conf,1.5,30.04.17,win
primera-division,Celta,Ath Bilbao,>1.5,Med conf,1.3,30.04.17,win
primeira-liga,Arouca,Moreirense,<2.5,Med conf,1.3,30.04.17,lose
primeira-liga,Sp Braga,Sp Lisbon,<2.5,Med conf,1.3,30.04.17,lose
primeira-liga,Belenenses,Pacos Ferreira,1,Med conf,1.7,30.04.17,lose
ligue-1,Caen,Marseille,X2,Med conf,1.5,30.04.17,win
ligue-1,Dijon,Bordeaux,BTTS,High conf,1.0,30.04.17,lose
ligue-1,Nice,Paris SG,X2,Med conf,1.6,30.04.17,lose
bundesliga,Augsburg,Hamburg,12,High conf,1.2,30.04.17,win
bundesliga,Hoffenheim,Ein Frankfurt,1,High conf,1.1,30.04.17,win
serie-a,Roma,Lazio,12,High conf,1.0,30.04.17,win
serie-a,Bologna,Udinese,1,Med conf,1.3,30.04.17,win
serie-a,Cagliari,Pescara,1,Med conf,1.3,30.04.17,win
serie-a,Crotone,Milan,2,Med conf,1.4,30.04.17,lose
serie-a,Empoli,Sassuolo,1X,Med conf,1.5,30.04.17,lose
serie-a,Genoa,Chievo,>1.5,High conf,1.0,30.04.17,win
serie-a,Palermo,Fiorentina,>1.5,High conf,1.0,30.04.17,win
serie-a,Inter,Napoli,X,Low conf,2.0,30.04.17,lose
premier-league,Man United,Swansea,1X,High conf,1.1,30.04.17,win
premier-league,Everton,Chelsea,>1.5,Med conf,1.4,30.04.17,win
premier-league,Middlesbrough,Man City,2,Med conf,1.6,30.04.17,lose
premier-league,Tottenham,Arsenal,>1.5,Med conf,1.4,30.04.17,win
primera-division,Real Madrid,Valencia,>1.5,Med conf,1.3,29.04.17,win
primera-division,Las Palmas,Ath Madrid,12,High conf,1.0,29.04.17,win
primera-division,Espanol,Barcelona,2,Med conf,1.5,29.04.17,win
primera-division,Sociedad,Granada,1,Med conf,1.4,29.04.17,win
primeira-liga,Boavista,Tondela,1X,Med conf,1.4,29.04.17,win
primeira-liga,Nacional,Rio Ave,2,Low conf,2.1,29.04.17,win
primeira-liga,Benfica,Estoril,1X,Low conf,2.0,29.04.17,win
ligue-1,Monaco,Toulouse,1,High conf,1.2,29.04.17,win
ligue-1,Bastia,Rennes,12,High conf,1.1,29.04.17,win
ligue-1,Guingamp,St Etienne,X2,Low conf,3.5,29.04.17,win
ligue-1,Metz,Nancy,1,Med conf,1.4,29.04.17,win
ligue-1,Montpellier,Lille,1X,High conf,1.1,29.04.17,lose
ligue-1,Nantes,Lorient,1,High conf,1.2,29.04.17,win
super-lig,Kayserispor,Alanyaspor,<2.5,Med conf,1.6,29.04.17,lose
super-lig,Trabzonspor,Genclerbirligi,<2.5,Med conf,1.4,29.04.17,win
championship,Barnsley,Burton,12,High conf,1.1,29.04.17,lose
championship,Birmingham,Huddersfield,X2,Low conf,2.7,29.04.17,lose
championship,Blackburn,Aston Villa,X2,High conf,1.0,29.04.17,lose
championship,Derby,Wolves,1X,High conf,1.0,29.04.17,win
championship,Fulham,Brentford,>2.5,Med conf,1.3,29.04.17,lose
championship,Ipswich,Sheffield Weds,X2,High conf,1.0,29.04.17,win
championship,Leeds,Norwich,12,High conf,1.0,29.04.17,lose
championship,Preston,Rotherham,1,Med conf,1.3,29.04.17,lose
championship,QPR,Nott'm Forest,12,High conf,1.0,29.04.17,win
championship,Reading,Wigan,1,Med conf,1.3,29.04.17,win
championship,Brighton,Bristol City,1,Low conf,2.2,29.04.17,lose
bundesliga,Dortmund,FC Koln,1,High conf,1.1,29.04.17,lose
bundesliga,Mainz,M'gladbach,1,Med conf,1.6,29.04.17,lose
bundesliga,RB Leipzig,Ingolstadt,1,High conf,1.1,29.04.17,lose
bundesliga,Darmstadt,Freiburg,X2,High conf,1.2,29.04.17,lose
bundesliga,Werder Bremen,Hertha,1X,High conf,1.1,29.04.17,win
bundesliga,Wolfsburg,Bayern Munich,12,Med conf,1.3,29.04.17,win
serie-a,Torino,Sampdoria,X2,High conf,1.0,29.04.17,win
premier-league,Southampton,Hull,1,High conf,1.0,29.04.17,lose
premier-league,Stoke,West Ham,1X,Med conf,1.3,29.04.17,win
premier-league,Sunderland,Bournemouth,2,Med conf,1.6,29.04.17,win
premier-league,West Brom,Leicester,>1.5,Med conf,1.4,29.04.17,lose
premier-league,Crystal Palace,Burnley,X2,Low conf,2.0,29.04.17,win
primera-division,Alaves,Eibar,1,Med conf,1.3,27.04.17,lose
primera-division,Sevilla,Celta,1,Med conf,1.3,27.04.17,win
primera-division,Ath Bilbao,Betis,12,High conf,1.0,27.04.17,win
premier-league,Man City,Man United,X2,Med conf,1.3,27.04.17,win
primera-division,Villarreal,Sp Gijon,1X,High conf,1.2,28.04.17,win
primeira-liga,Setubal,Guimaraes,1,Low conf,2.0,28.04.17,lose
ligue-1,Angers,Lyon,1X,Med conf,1.3,28.04.17,lose
championship,Cardiff,Newcastle,12,Med conf,1.3,28.04.17,win
bundesliga,Leverkusen,Schalke 04,1X,Med conf,1.4,28.04.17,lose
serie-a,Atalanta,Juventus,12,Med conf,1.7,28.04.17,lose
primera-division,Barcelona,Osasuna,X2,Med conf,1.4,26.04.17,lose
primera-division,Leganes,Las Palmas,2,Low conf,1.8,26.04.17,lose	
primera-division,Valencia,Sociedad,>1.5,High conf,1.0,26.04.17,win
primera-division,La Coruna,Real Madrid,>1.5,High conf,1.0,26.04.17,win
premier-league,Arsenal,Leicester,1,High conf,1.1,26.04.17,win
premier-league,Middlesbrough,Sunderland,12,Med conf,1.3,26.04.17,win
premier-league,Crystal Palace,Tottenham,2,Low conf,1.8,26.04.17,win
primera-division,Sp Gijon,Espanol,12,High conf,1.0,25.04.17,lose
primera-division,Granada,Malaga,X2,Med conf,1.4,25.04.17,win
primera-division,Ath Madrid,Villarreal,1X,High conf,1.2,25.04.17,win
championship,Wolves,Huddersfield,12,High conf,1.2,25.04.17,win
premier-league,Chelsea,Southampton,1,High conf,1.1,25.04.17,lose
primera-division,Eibar,Ath Bilbao,2,Low conf,1.8,24.04.17,win
super-lig,Besiktas,Adanaspor,12,Med conf,1.3,24.04.17,win
championship,Newcastle,Preston,12,Med conf,1.3,24.04.17,win
serie-a,Pescara,Roma,2,Med conf,1.4,24.04.17,win
primera-division,Sociedad,La Coruna,1X,Med conf,1.3,23.04.17,win
primera-division,Celta,Betis,12,High conf,1.0,23.04.17,win
primera-division,Las Palmas,Alaves,12,High conf,1.1,23.04.17,lose
primera-division,Real Madrid,Barcelona,2,Low conf,3.0,23.04.17,win
primeira-liga,Pacos Ferreira,Sp Braga,X2,High conf,1.0,23.04.17,lose
primeira-liga,Guimaraes,Boavista,1X,High conf,1.2,23.04.17,win
ligue-1,Toulouse,Nice,X2,Low conf,2.4,23.04.17,win
ligue-1,St Etienne,Rennes,X2,Low conf,2.2,23.04.17,win
ligue-1,Lyon,Monaco,X2,Low conf,2.2,23.04.17,win
super-lig,Akhisar Belediyespor,Bursaspor,2,Low conf,1.7,23.04.17,lose
super-lig,Galatasaray,Fenerbahce,X2,Low conf,2.1,23.04.17,lose
championship,Aston Villa,Birmingham,X2,Low conf,2.0,23.04.17,lose
bundesliga,Freiburg,Leverkusen,1X,Med conf,1.6,23.04.17,win
bundesliga,Schalke 04,RB Leipzig,BTTS,Med conf,2.3,23.04.17,win
serie-a,Sassuolo,Napoli,2,High conf,1.2,23.04.17,lose
serie-a,Milan,Empoli,1,High conf,1.2,23.04.17,lose
serie-a,Chievo,Torino,X2,High conf,1.2,23.04.17,win
serie-a,Lazio,Palermo,1,Med conf,1.3,23.04.17,win
serie-a,Sampdoria,Crotone,1,High conf,1.2,23.04.17,lose
serie-a,Udinese,Cagliari,BTTS,Low conf,2.3,23.04.17,win
serie-a,Juventus,Genoa,1,High conf,1.2,23.04.17,win
premier-league,Burnley,Man United,X2,Med conf,1.3,23.04.17,win
premier-league,Liverpool,Crystal Palace,1X,High conf,1.1,23.04.17,lose
primera-division,Malaga,Valencia,>1.5,High conf,1.1,22.04.17,win
primera-division,Villarreal,Leganes,12,High conf,1.0,22.04.17,win
primera-division,Osasuna,Sp Gijon,12,High conf,1.0,22.04.17,lose
primera-division,Espanol,Ath Madrid,>1.5,High conf,1.1,22.04.17,lose
primeira-liga,Maritimo,Belenenses,1,Med conf,1.6,22.04.17,win
primeira-liga,Tondela,Nacional,X,Med conf,1.6,22.04.17,lose
primeira-liga,Estoril,Setubal,2,Low conf,2.2,22.04.17,lose
primeira-liga,Sp Lisbon,Benfica,X,Med conf,1.6,22.04.17,win
ligue-1,Paris SG,Montpellier,12,High conf,1.2,22.04.17,win
ligue-1,Bordeaux,Bastia,12,High conf,1.1,22.04.17,win
ligue-1,Caen,Nantes,X2,Low conf,2.1,22.04.17,win
ligue-1,Dijon,Angers,<2.5,Med conf,1.3,22.04.17,lose
ligue-1,Lille,Guingamp,12,High conf,1.1,22.04.17,win
ligue-1,Lorient,Metz,12,High conf,1.2,22.04.17,win
championship,Brentford,QPR,12,High conf,1.2,22.04.17,win
championship,Bristol City,Barnsley,>2.5,Med conf,1.4,22.04.17,win
championship,Burton,Leeds,12,Med conf,1.7,22.04.17,win
championship,Huddersfield,Fulham,1X,Med conf,1.3,22.04.17,lose
championship,Nott'm Forest,Reading,X2,Low conf,2.0,22.04.17,lose
championship,Rotherham,Ipswich,12,Med conf,1.3,22.04.17,win
championship,Sheffield Weds,Derby,1,Med conf,1.4,22.04.17,win
championship,Wigan,Cardiff,X2,Med conf,1.3,22.04.17,win
championship,Wolves,Blackburn,1X,High conf,1.2,22.04.17,win
bundesliga,Bayern Munich,Mainz,1,Med conf,1.6,22.04.17,lose
bundesliga,Ein Frankfurt,Augsburg,1X,Med conf,1.4,22.04.17,win
bundesliga,Ingolstadt,Werder Bremen,12,High conf,1.2,22.04.17,win
bundesliga,Hamburg,Darmstadt,>2.5,Low conf,2.1,22.04.17,win
bundesliga,Hertha,Wolfsburg,1,Med conf,1.6,22.04.17,win
bundesliga,M'gladbach,Dortmund,1,High conf,1.0,22.04.17,lose
serie-a,Atalanta,Bologna,1,High conf,1.2,22.04.17,win
serie-a,Fiorentina,Inter,X2,High conf,1.4,22.04.17,lose
premier-league,Bournemouth,Middlesbrough,1X,High conf,1.1,22.04.17,win
premier-league,Hull,Watford,X2,Med conf,1.3,22.04.17,lose
premier-league,Swansea,Stoke,2,Low conf,1.8,22.04.17,lose
premier-league,West Ham,Everton,1,High conf,1.1,22.04.17,lose
primera-division,Granada,Valencia,1X,Med conf,1.6,09.04.17,lose
primera-division,Celta,Eibar,12,Med conf,1.3,09.04.17,win
primera-division,Osasuna,Leganes,X2,Low conf,1.9,09.04.17,lose
primera-division,Las Palmas,Betis,12,Med conf,1.3,09.04.17,win
primeira-liga,Estoril,Nacional,1,Med conf,1.5,09.04.17,win
primeira-liga,Rio Ave,Setubal,<2.5,Low conf,1.8,09.04.17,win
primeira-liga,Guimaraes,Tondela,12,Med conf,1.3,09.04.17,win
primeira-liga,Moreirense,Benfica,X2,Low conf,1.8,09.04.17,win
ligue-1,Toulouse,Marseille,1,Med conf,1.6,09.04.17,lose
ligue-1,St Etienne,Nantes,X2,Low conf,1.9,09.04.17,win
ligue-1,Paris SG,Guingamp,1X,High conf,1.5,09.04.17,win
super-lig,Kayserispor,Osmanlispor,X2,Low conf,2.7,09.04.17,win
super-lig,Adanaspor,Rizespor,2,Low conf,3.7,09.04.17,win
super-lig,Fenerbahce,Akhisar Belediyespor,1X,High conf,1.2,09.04.17,win
bundesliga,Hertha,Augsburg,1,High conf,1.4,09.04.17,win
bundesliga,Ingolstadt,Darmstadt,1,Med conf,2.2,09.04.17,win
serie-a,Sampdoria,Fiorentina,1X,Med conf,1.5,09.04.17,win
serie-a,Milan,Palermo,1,High conf,1.2,09.04.17,win
serie-a,Bologna,Roma,BTTS,Low conf,1.9,09.04.17,lose
serie-a,Cagliari,Torino,X2,Low conf,2.0,09.04.17,win
serie-a,Crotone,Inter,2,High conf,1.2,09.04.17,lose
serie-a,Udinese,Genoa,1,Med conf,1.4,09.04.17,win
serie-a,Lazio,Napoli,>1.5,Med conf,1.3,09.04.17,win
premier-league,Sunderland,Man United,2,Med conf,2.5,09.04.17,win
premier-league,Everton,Leicester,1,High conf,1.1,09.04.17,win
primera-division,Espanol,Alaves,12,Med conf,1.3,08.04.17,win
primera-division,Real Madrid,Ath Madrid,1,Med conf,1.7,08.04.17,lose
primera-division,Sevilla,La Coruna,12,Med conf,1.3,08.04.17,win
primera-division,Malaga,Barcelona,1,Med conf,1.7,08.04.17,win
primeira-liga,Pacos Ferreira,Arouca,X2,Low conf,1.8,08.04.17,win
primeira-liga,Porto,Belenenses,12,Med conf,1.5,08.04.17,win
primeira-liga,Sp Lisbon,Boavista,1,Med conf,1.4,08.04.17,win
ligue-1,Angers,Monaco,X2,High conf,1.2,08.04.17,win
ligue-1,Bordeaux,Metz,1X,Med conf,1.4,08.04.17,win
ligue-1,Caen,Montpellier,X2,Med conf,1.3,08.04.17,win
ligue-1,Dijon,Bastia,1,Low conf,1.9,08.04.17,lose
ligue-1,Lyon,Lorient,1X,Low conf,1.9,08.04.17,lose
ligue-1,Nancy,Rennes,X2,Med conf,1.3,08.04.17,lose
super-lig,Genclerbirligi,Antalyaspor,2,Med conf,1.3,08.04.17,lose
super-lig,Gaziantepspor,Alanyaspor,12,High conf,1.1,08.04.17,win
super-lig,Trabzonspor,Besiktas,X2,Med conf,2.7,08.04.17,win
championship,Birmingham,Derby,>2.5,Low conf,1.9,08.04.17,win
championship,Blackburn,Barnsley,1X,Med conf,1.4,08.04.17,lose
championship,Bristol City,Wolves,1,Low conf,2.1,08.04.17,win
championship,Burton,Aston Villa,1,Low conf,2.2,08.04.17,lose
championship,Cardiff,Brentford,>2.5,Low conf,2.3,08.04.17,win
championship,Fulham,Ipswich,1,Low conf,2.2,08.04.17,win
championship,Leeds,Preston,1,Low conf,2.9,08.04.17,win
championship,Norwich,Reading,>2.5,Low conf,1.8,08.04.17,win
championship,Nott'm Forest,Huddersfield,X2,Med conf,1.4,08.04.17,lose
championship,Wigan,Rotherham,1,Low conf,2.0,08.04.17,win
championship,Sheffield Weds,Newcastle,X2,Low conf,2.7,08.04.17,lose
bundesliga,FC Koln,M'gladbach,12,Med conf,1.7,08.04.17,win
bundesliga,Schalke 04,Wolfsburg,1X,High conf,1.2,08.04.17,win
bundesliga,Hamburg,Hoffenheim,12,Med conf,1.3,08.04.17,lose
bundesliga,RB Leipzig,Leverkusen,X2,Med conf,1.4,08.04.17,lose
bundesliga,Freiburg,Mainz,12,Med conf,1.3,08.04.17,win
bundesliga,Bayern Munich,Dortmund,1,Med conf,1.5,08.04.17,win
serie-a,Empoli,Pescara,X2,Low conf,1.8,08.04.17,win
serie-a,Atalanta,Sassuolo,1,Med conf,1.5,08.04.17,lose
serie-a,Juventus,Chievo,1,High conf,1.2,08.04.17,win
premier-league,Tottenham,Watford,1,High conf,1.2,08.04.17,win
premier-league,Man City,Hull,12,High conf,1.2,08.04.17,win
premier-league,Middlesbrough,Burnley,1X,High conf,1.1,08.04.17,win
premier-league,Stoke,Liverpool,1,High conf,1.1,08.04.17,lose
premier-league,West Brom,Southampton,1X,Med conf,1.3,08.04.17,lose
premier-league,West Ham,Swansea,1,High conf,1.1,08.04.17,win
premier-league,Bournemouth,Chelsea,X2,High conf,1.3,08.04.17,win
primera-division,Ath Bilbao,Espanol,1,Med conf,1.7,04.04.17,win
primera-division,Ath Madrid,Sociedad,1,Med conf,1.7,04.04.17,win
primera-division,Betis,Villarreal,2,Med conf,1.3,04.04.17,win
championship,Aston Villa,QPR,X,Low conf,2.7,04.04.17,lose
championship,Barnsley,Cardiff,X2,Med conf,1.4,04.04.17,win
championship,Brentford,Leeds,X2,Med conf,1.6,04.04.17,lose
championship,Brighton,Birmingham,1X,High conf,1.1,04.04.17,win
championship,Derby,Fulham,X2,Low conf,2.2,04.04.17,lose
championship,Ipswich,Wigan,BTTS,Med conf,1.5,04.04.17,lose
championship,Preston,Bristol City,1,Low conf,1.9,04.04.17,win
championship,Rotherham,Sheffield Weds,X2,Low conf,1.8,04.04.17,win
championship,Wolves,Nott'm Forest,X2,Med conf,1.4,04.04.17,lose
championship,Reading,Blackburn,1,Low conf,1.7,04.04.17,win
bundesliga,Hoffenheim,Bayern Munich,X2,High conf,1.2,04.04.17,lose
bundesliga,Dortmund,Hamburg,1,Med conf,1.4,04.04.17,win
bundesliga,FC Koln,Ein Frankfurt,12,Med conf,1.7,04.04.17,win
bundesliga,Werder Bremen,Schalke 04,12,Med conf,1.3,04.04.17,win
premier-league,Burnley,Stoke,>1.5,Med conf,1.4,04.04.17,lose
premier-league,Leicester,Sunderland,1,High conf,1.1,04.04.17,win
premier-league,Watford,West Brom,1X,Med conf,1.3,04.04.17,win
premier-league,Man United,Everton,1X,Med conf,1.3,04.04.17,win
primera-division,Sevilla,Sp Gijon,1,Med conf,1.5,02.04.17,lose
primera-division,Real Madrid,Alaves,1X,Med conf,1.8,02.04.17,win
primera-division,Valencia,La Coruna,1X,Low conf,2.0,02.04.17,win
primera-division,Granada,Barcelona,>1.5,High conf,1.1,02.04.17,win
primeira-liga,Setubal,Moreirense,1,Med conf,1.4,02.04.17,win
primeira-liga,Arouca,Sp Lisbon,2,Low conf,2.7,02.04.17,win
primeira-liga,Sp Braga,Maritimo,1X,High conf,1.2,02.04.17,win
ligue-1,Rennes,Lyon,X2,Med conf,1.4,02.04.17,win
ligue-1,Lorient,Caen,12,Med conf,1.3,02.04.17,win
ligue-1,Montpellier,Toulouse,1X,Low conf,2.7,02.04.17,lose
ligue-1,Nantes,Angers,12,High conf,1.2,02.04.17,win
ligue-1,Nice,Bordeaux,1X,Low conf,2.4,02.04.17,win
super-lig,Rizespor,Trabzonspor,2,Low conf,1.9,02.04.17,win
super-lig,Osmanlispor,Gaziantepspor,1X,High conf,1.2,02.04.17,lose
super-lig,Besiktas,Genclerbirligi,2,Low conf,1.9,02.04.17,lose
super-lig,Konyaspor,Bursaspor,<2.5,Low conf,2.1,02.04.17,win
bundesliga,Ingolstadt,Mainz,12,High conf,1.2,02.04.17,win
bundesliga,Leverkusen,Wolfsburg,<2.5,Low conf,2.1,02.04.17,lose
serie-a,Torino,Udinese,>1.5,High conf,1.0,02.04.17,win
serie-a,Chievo,Crotone,1,High conf,1.2,02.04.17,lose
serie-a,Fiorentina,Bologna,1,Med conf,1.3,02.04.17,win
serie-a,Genoa,Atalanta,2,Med conf,1.3,02.04.17,win
serie-a,Palermo,Cagliari,X2,Low conf,1.7,02.04.17,win
serie-a,Pescara,Milan,X2,Low conf,2.2,02.04.17,win
serie-a,Napoli,Juventus,2,Med conf,1.3,02.04.17,lose
premier-league,Swansea,Middlesbrough,>1.5,High conf,1.1,02.04.17,lose
premier-league,Arsenal,Man City,12,Med conf,1.3,02.04.17,lose
primera-division,Villarreal,Eibar,>1.5,High conf,1.1,01.04.17,win
primera-division,Osasuna,Ath Bilbao,>1.5,High conf,1.1,01.04.17,win
primera-division,Sociedad,Leganes,1X,Low conf,1.8,01.04.17,win
primera-division,Malaga,Ath Madrid,1,Low conf,1.5,01.04.17,lose
primeira-liga,Tondela,Estoril,X2,Low conf,2.1,01.04.17,win
primeira-liga,Boavista,Rio Ave,X2,Low conf,1.7,01.04.17,win
primeira-liga,Benfica,Porto,1,Med conf,1.6,01.04.17,lose
ligue-1,Marseille,Dijon,1,Med conf,2.0,01.04.17,win
ligue-1,Bastia,Lille,X2,High conf,1.3,01.04.17,win
championship,Barnsley,Sheffield Weds,1X,Med conf,1.6,01.04.17,win
championship,Aston Villa,Norwich,>2.5,Low conf,2.1,01.04.17,lose
championship,Brentford,Bristol City,1,Low conf,1.7,01.04.17,win
championship,Brighton,Blackburn,1,High conf,1.5,01.04.17,win
championship,Huddersfield,Burton,1,Med conf,1.6,01.04.17,lose
championship,Ipswich,Birmingham,1X,High conf,1.6,01.04.17,win
championship,Newcastle,Wigan,1X,Med conf,1.5,01.04.17,win
championship,Preston,Nott'm Forest,1,High conf,1.7,01.04.17,lose
championship,Rotherham,Fulham,>2.5,Low conf,1.8,01.04.17,lose
championship,Wolves,Cardiff,>2.5,Med conf,1.4,01.04.17,win
championship,Reading,Leeds,X2,High conf,1.2,01.04.17,lose
bundesliga,Bayern Munich,Augsburg,1,High conf,1.6,01.04.17,win
bundesliga,Schalke 04,Dortmund,12,High conf,1.1,01.04.17,lose
bundesliga,Hamburg,FC Koln,<2.5,Med conf,1.5,01.04.17,lose
bundesliga,RB Leipzig,Darmstadt,1X,Med conf,1.7,01.04.17,win
bundesliga,Freiburg,Werder Bremen,12,Med conf,1.3,01.04.17,win
bundesliga,Ein Frankfurt,M'gladbach,X2,Med conf,1.3,01.04.17,win
serie-a,Sassuolo,Lazio,2,High conf,1.2,01.04.17,win
serie-a,Roma,Empoli,1,High conf,1.6,01.04.17,win
premier-league,Liverpool,Everton,X2,Med conf,1.5,01.04.17,lose
premier-league,Burnley,Tottenham,12,Med conf,1.3,01.04.17,win
premier-league,Chelsea,Crystal Palace,1,High conf,1.1,01.04.17,lose
premier-league,Hull,West Ham,2,Low conf,2.2,01.04.17,lose
premier-league,Leicester,Stoke,12,Med conf,1.3,01.04.17,win
premier-league,Man United,West Brom,>1.5,High conf,1.1,01.04.17,lose
premier-league,Watford,Sunderland,1,High conf,1.1,01.04.17,win
premier-league,Southampton,Bournemouth,12,High conf,1.0,01.04.17,lose
primera-division,Sociedad,Ath Bilbao,>2.5,Med conf,1.6,12.03.17,lose
primera-division,La Coruna,Barcelona,1X,Low conf,2.0,12.03.17,win
primera-division,Celta,Villarreal,1,Med conf,1.3,12.03.17,lose
primera-division,Real Madrid,Betis,1,Med conf,1.3,12.03.17,win
primeira-liga,Boavista,Maritimo,<2.5,Low conf,1.7,12.03.17,lose
primeira-liga,Rio Ave,Moreirense,1,Med conf,1.5,12.03.17,win
primeira-liga,Guimaraes,Estoril,1,Med conf,1.3,12.03.17,lose
ligue-1,St Etienne,Metz,12,Low conf,2.0,12.03.17,lose
ligue-1,Lyon,Toulouse,1,Med conf,1.4,12.03.17,win
ligue-1,Lorient,Paris SG,X2,Med conf,1.4,12.03.17,win
bundesliga,Schalke 04,Augsburg,12,High conf,1.0,12.03.17,win
bundesliga,Hamburg,M'gladbach,>2.5,Low conf,2.2,12.03.17,win
serie-a,Sassuolo,Bologna,>1.5,High conf,1.1,12.03.17,lose
serie-a,Chievo,Empoli,1,Low conf,1.8,12.03.17,win
serie-a,Fiorentina,Cagliari,1,Low conf,2.7,12.03.17,win
serie-a,Inter,Atalanta,X2,Med conf,1.4,12.03.17,lose
serie-a,Napoli,Crotone,1X,Low conf,1.8,12.03.17,win
serie-a,Pescara,Udinese,12,Low conf,2.1,12.03.17,win
serie-a,Palermo,Roma,X2,Low conf,1.8,12.03.17,win
premier-league,Liverpool,Burnley,1,High conf,1.2,12.03.17,win
primera-division,Sevilla,Leganes,>2.5,Med conf,1.6,11.03.17,win
primera-division,Malaga,Alaves,1X,Med conf,1.4,11.03.17,lose
primera-division,Granada,Ath Madrid,2,Med conf,1.6,11.03.17,win
primera-division,Valencia,Sp Gijon,X2,Med conf,1.6,11.03.17,win
ligue-1,Monaco,Bordeaux,1X,Med conf,1.4,11.03.17,win
ligue-1,Guingamp,Bastia,1,Med conf,1.4,11.03.17,win
ligue-1,Montpellier,Nantes,12,Med conf,1.3,11.03.17,win
ligue-1,Nancy,Lille,12,High conf,1.1,11.03.17,win
ligue-1,Rennes,Dijon,>2.5,Med conf,1.6,11.03.17,lose
super-lig,Galatasaray,Genclerbirligi,1,Low conf,1.9,11.03.17,win
super-lig,Gaziantepspor,Kasimpasa,X2,Low conf,1.9,11.03.17,win
super-lig,Osmanlispor,Bursaspor,1,Med conf,1.3,11.03.17,lose
championship,Aston Villa,Sheffield Weds,X2,Med conf,1.4,11.03.17,lose
championship,Barnsley,Ipswich,12,Med conf,1.6,11.03.17,lose
championship,Brentford,Huddersfield,1X,High conf,1.2,11.03.17,lose
championship,Burton,Nott'm Forest,12,Low conf,1.7,11.03.17,win
championship,Cardiff,Birmingham,1,Med conf,1.6,11.03.17,lose
championship,Leeds,QPR,12,Med conf,1.3,11.03.17,lose
championship,Newcastle,Fulham,1X,Med conf,1.3,11.03.17,lose
championship,Norwich,Blackburn,>2.5,Med conf,1.5,11.03.17,win
championship,Preston,Reading,>2.5,Med conf,1.4,11.03.17,win
championship,Wigan,Bristol City,1X,High conf,1.0,11.03.17,lose
championship,Wolves,Rotherham,1X,Med conf,1.3,11.03.17,win
bundesliga,Ingolstadt,FC Koln,12,Med conf,1.3,11.03.17,lose
bundesliga,Bayern Munich,Ein Frankfurt,2,Low conf,2.2,11.03.17,lose
bundesliga,Hertha,Dortmund,12,Med conf,1.5,11.03.17,win
bundesliga,RB Leipzig,Wolfsburg,>2.5,Med conf,1.5,11.03.17,lose
bundesliga,Freiburg,Hoffenheim,1X,Med conf,1.3,11.03.17,win
bundesliga,Darmstadt,Mainz,1X,High conf,1.1,11.03.17,win
serie-a,Genoa,Sampdoria,1,Med conf,1.6,11.03.17,lose
premier-league,Bournemouth,West Ham,1X,High conf,1.2,11.03.17,win
premier-league,Everton,West Brom,1,Med conf,1.3,11.03.17,win
premier-league,Hull,Swansea,1X,High conf,1.0,11.03.17,win
primera-division,Alaves,Valencia,2,Low conf,2.0,25.02.17,lose
primera-division,Betis,Sevilla,1X,Med conf,1.6,25.02.17,lose
primera-division,Leganes,La Coruna,12,Med conf,1.5,25.02.17,win
primera-division,Eibar,Malaga,>2.5,Med conf,1.3,25.02.17,win
primeira-liga,Tondela,Maritimo,<2.5,High conf,1.1,25.02.17,win
primeira-liga,Estoril,Sp Lisbon,2,Med conf,1.5,25.02.17,win
primeira-liga,Rio Ave,Pacos Ferreira,<2.5,High conf,1.0,25.02.17,win
ligue-1,Guingamp,Monaco,1,Med conf,1.3,25.02.17,lose
ligue-1,Angers,Bastia,1,Low conf,1.8,25.02.17,win
ligue-1,Lille,Bordeaux,X2,Low conf,2.7,25.02.17,win
ligue-1,Nancy,Toulouse,1X,Med conf,1.4,25.02.17,win
ligue-1,Rennes,Lorient,1,High conf,1.1,25.02.17,win
super-lig,Alanyaspor,Adanaspor,12,Low conf,2.0,25.02.17,win
super-lig,Akhisar Belediyespor,Antalyaspor,1,Low conf,1.7,25.02.17,win
super-lig,Konyaspor,Trabzonspor,1,High conf,1.0,25.02.17,lose
championship,Leeds,Sheffield Weds,X2,Low conf,1.9,25.02.17,lose
championship,Aston Villa,Derby,>2.5,High conf,1.1,25.02.17,lose
championship,Barnsley,Huddersfield,12,Low conf,2.0,25.02.17,lose
championship,Brentford,Rotherham,>2.5,Med conf,1.3,25.02.17,win
championship,Cardiff,Fulham,X2,Low conf,1.8,25.02.17,win
championship,Newcastle,Bristol City,1,Low conf,1.8,25.02.17,lose
championship,Preston,QPR,1,Med conf,1.3,25.02.17,win
championship,Wigan,Nott'm Forest,1X,Low conf,37.0,25.02.17,win
championship,Brighton,Reading,1,High conf,1.2,25.02.17,win
bundesliga,Leverkusen,Mainz,2,Med conf,1.5,25.02.17,win
bundesliga,Bayern Munich,Hamburg,1,High conf,1.2,25.02.17,win
