league,opp,opp2,result,conf,ROI,date,outcome
serie-a,Milan,Roma,12,Med conf,+14,01.10.17,win
serie-a,Atalanta,Juventus,X2,High conf,+33,01.10.17,win
premier-league,Arsenal,Brighton,2,Low conf,+993,01.10.17,lose
premier-league,Everton,Burnley,2,Med conf,+418,01.10.17,win
premier-league,Newcastle,Liverpool,X2,Low conf,-54,01.10.17,win
primera-division,La Coruna,Getafe,2,Med conf,+215,30.09.17,lose
primera-division,Sevilla,Malaga,12,High conf,+30,30.09.17,win
primera-division,Levante,Alaves,1,Med conf,+24,30.09.17,lose
primera-division,Leganes,Ath Madrid,2,Med conf,+28,30.09.17,lose
primeira-liga,Pacos Ferreira,Moreirense,12,High conf,+63,30.09.17,win
primeira-liga,Portimonense,Aves,1,Low conf,+49,30.09.17,lose
primeira-liga,Rio Ave,Setubal,1,High conf,+73,30.09.17,win
ligue-1,Paris SG,Bordeaux,1,Med conf,-27,30.09.17,win
ligue-1,Amiens,Lille,12,Low conf,-27,30.09.17,win
ligue-1,Dijon,Strasbourg,1,Med conf,+79,30.09.17,lose
ligue-1,Guingamp,Toulouse,1,Med conf,+64,30.09.17,lose
ligue-1,Nantes,Metz,1,Med conf,+36,30.09.17,win
ligue-1,Rennes,Caen,X2,Med conf,+90,30.09.17,win
championship,Aston Villa,Bolton,1X,High conf,+21,30.09.17,win
championship,Burton,Wolves,1X,High conf,+129,30.09.17,lose
championship,Cardiff,Derby,X2,High conf,+94,30.09.17,win
championship,Hull,Birmingham,1X,Low conf,-18,30.09.17,win
championship,Ipswich,Bristol City,2,Low conf,+45,30.09.17,win
championship,Middlesbrough,Brentford,1X,Low conf,-17,30.09.17,win
championship,Millwall,Barnsley,1X,High conf,+27,30.09.17,lose
championship,Preston,Sunderland,12,Med conf,+11,30.09.17,lose
championship,Reading,Norwich,X2,High conf,+57,30.09.17,win
bundesliga,M'gladbach,Hannover,X,Low conf,+22,30.09.17,lose
bundesliga,Ein Frankfurt,Stuttgart,1,Med conf,+62,30.09.17,win
bundesliga,Augsburg,Dortmund,1X,Low conf,+17,30.09.17,lose
bundesliga,Wolfsburg,Mainz,>2.5,Med conf,+45,30.09.17,lose
bundesliga,Hamburg,Werder Bremen,2,Med conf,+39,30.09.17,lose
serie-a,Udinese,Sampdoria,X2,High conf,+65,30.09.17,lose
serie-a,Genoa,Bologna,1,Med conf,+90,30.09.17,lose
premier-league,Huddersfield,Tottenham,1,Med conf,+692,30.09.17,lose
premier-league,Bournemouth,Leicester,X2,Low conf,-21,30.09.17,win
premier-league,Man United,Crystal Palace,1,High conf,-5,30.09.17,win
premier-league,Stoke,Southampton,2,Low conf,+33,30.09.17,lose
premier-league,West Brom,Watford,<2.5,High conf,+90,30.09.17,lose
premier-league,West Ham,Swansea,1X,High conf,+44,30.09.17,win
premier-league,Chelsea,Man City,1X,High conf,+81,30.09.17,lose
primera-division,Celta,Girona,X2,Med conf,+112,29.09.17,win
ligue-1,Monaco,Montpellier,1,High conf,+12,29.09.17,lose
championship,QPR,Fulham,<2.5,Med conf,+28,29.09.17,lose
bundesliga,Schalke 04,Leverkusen,1,High conf,+141,29.09.17,lose
primera-division,Espanol,La Coruna,X2,Med conf,+70,24.09.17,lose
primera-division,Getafe,Villarreal,2,High conf,+168,24.09.17,lose
primera-division,Eibar,Celta,1X,Med conf,+15,24.09.17,lose
primera-division,Las Palmas,Leganes,<2.5,Low conf,+18,24.09.17,win
primera-division,Sociedad,Valencia,<2.5,Low conf,+18,24.09.17,lose
primeira-liga,Guimaraes,Maritimo,2,Med conf,+268,24.09.17,lose
primeira-liga,Tondela,Sp Braga,2,Low conf,+54,24.09.17,win
primeira-liga,Aves,Rio Ave,>1.5,Med conf,-8,24.09.17,lose
ligue-1,St Etienne,Rennes,1,Med conf,+78,24.09.17,lose
ligue-1,Strasbourg,Nantes,2,Med conf,+169,24.09.17,win
ligue-1,Marseille,Toulouse,1,Med conf,+30,24.09.17,win
bundesliga,Hannover,FC Koln,1X,Low conf,-178,24.09.17,win
bundesliga,Leverkusen,Hamburg,X,Low conf,+242,24.09.17,lose
serie-a,Sampdoria,Milan,1X,Low conf,+13,24.09.17,win
serie-a,Cagliari,Chievo,>2.5,High conf,+90,24.09.17,lose
serie-a,Crotone,Benevento,X2,High conf,+119,24.09.17,lose
serie-a,Inter,Genoa,1,High conf,+18,24.09.17,win
serie-a,Verona,Lazio,1X,High conf,+159,24.09.17,lose
serie-a,Sassuolo,Bologna,1,High conf,+99,24.09.17,lose
serie-a,Fiorentina,Atalanta,12,High conf,+63,24.09.17,lose
premier-league,Brighton,Newcastle,1,Low conf,+75,24.09.17,win
primera-division,Ath Madrid,Sevilla,12,High conf,+45,23.09.17,win
primera-division,Alaves,Real Madrid,X,Med conf,+677,23.09.17,lose
primera-division,Malaga,Ath Bilbao,2,High conf,+153,23.09.17,lose
primera-division,Girona,Barcelona,<2.5,Low conf,+18,23.09.17,lose
primeira-liga,Moreirense,Sp Lisbon,2,Med conf,-3,23.09.17,lose
primeira-liga,Benfica,Pacos Ferreira,1,High conf,+8,23.09.17,win
ligue-1,Montpellier,Paris SG,2,High conf,+26,23.09.17,lose
ligue-1,Bordeaux,Guingamp,1X,Med conf,+9,23.09.17,win
ligue-1,Caen,Amiens,X2,High conf,+117,23.09.17,lose
ligue-1,Lyon,Dijon,1,Med conf,-3,23.09.17,lose
ligue-1,Metz,Troyes,1,Med conf,+62,23.09.17,lose
championship,Bolton,Brentford,12,Low conf,-32,23.09.17,win
championship,Derby,Birmingham,1X,Med conf,+14,23.09.17,win
championship,Fulham,Middlesbrough,12,Med conf,+37,23.09.17,lose
championship,Leeds,Ipswich,1X,High conf,+33,23.09.17,win
championship,Norwich,Bristol City,12,Low conf,-21,23.09.17,lose
championship,Preston,Millwall,1X,Low conf,-35,23.09.17,win
championship,QPR,Burton,<2.5,Low conf,-44,23.09.17,win
championship,Reading,Hull,<2.5,Med conf,+47,23.09.17,win
championship,Sunderland,Cardiff,X2,Low conf,-15,23.09.17,win
championship,Wolves,Barnsley,12,High conf,+9,23.09.17,win
championship,Aston Villa,Nott'm Forest,X2,Low conf,+63,23.09.17,lose
bundesliga,Hoffenheim,Schalke 04,1X,Low conf,-64,23.09.17,win
bundesliga,Mainz,Hertha,>2.5,Low conf,-27,23.09.17,lose
bundesliga,RB Leipzig,Ein Frankfurt,1,Med conf,+29,23.09.17,win
bundesliga,Stuttgart,Augsburg,12,High conf,+95,23.09.17,lose
bundesliga,Werder Bremen,Freiburg,1,Med conf,+62,23.09.17,lose
bundesliga,Dortmund,M'gladbach,1,Low conf,+17,23.09.17,win
serie-a,Roma,Udinese,>2.5,High conf,+90,23.09.17,win
serie-a,Spal,Napoli,X2,High conf,+19,23.09.17,win
serie-a,Juventus,Torino,1,High conf,+26,23.09.17,win
premier-league,West Ham,Tottenham,X,Low conf,+231,23.09.17,lose
premier-league,Burnley,Huddersfield,>2.5,Med conf,+53,23.09.17,lose
premier-league,Everton,Bournemouth,12,Med conf,+21,23.09.17,win
premier-league,Man City,Crystal Palace,1,High conf,-7,23.09.17,win
premier-league,Southampton,Man United,X,Low conf,+166,23.09.17,lose
premier-league,Stoke,Chelsea,X2,Med conf,-22,23.09.17,win
premier-league,Swansea,Watford,2,Med conf,+155,23.09.17,win
premier-league,Leicester,Liverpool,2,High conf,+75,23.09.17,win
primeira-liga,Porto,Portimonense,1,High conf,-0,22.09.17,win
ligue-1,Nice,Angers,X2,High conf,+129,22.09.17,win
ligue-1,Lille,Monaco,12,Low conf,-50,22.09.17,win
bundesliga,Bayern Munich,Wolfsburg,1,Med conf,-34,22.09.17,lose
primera-division,Villarreal,Espanol,1,Med conf,+35,21.09.17,lose
primera-division,Celta,Getafe,1,Med conf,+43,21.09.17,lose
primera-division,Levante,Sociedad,1,High conf,+227,21.09.17,win
primera-division,Ath Bilbao,Ath Madrid,1X,Med conf,+54,20.09.17,lose
primera-division,Leganes,Girona,2,Med conf,+296,20.09.17,lose
primera-division,La Coruna,Alaves,X2,Med conf,+105,20.09.17,lose
primera-division,Real Madrid,Betis,1,High conf,+10,20.09.17,lose
primera-division,Sevilla,Las Palmas,X,Low conf,+332,20.09.17,lose
bundesliga,FC Koln,Ein Frankfurt,X2,Low conf,-2,20.09.17,win
bundesliga,Mainz,Hoffenheim,X2,High conf,+71,20.09.17,win
bundesliga,Hamburg,Dortmund,12,High conf,+31,20.09.17,win
bundesliga,Hertha,Leverkusen,1,High conf,+220,20.09.17,win
bundesliga,Freiburg,Hannover,X,Med conf,+45,20.09.17,win
serie-a,Benevento,Roma,X2,High conf,+25,20.09.17,win
serie-a,Milan,Spal,1X,High conf,+20,20.09.17,win
serie-a,Atalanta,Crotone,1X,High conf,+29,20.09.17,win
serie-a,Cagliari,Sassuolo,1X,Med conf,+13,20.09.17,lose
serie-a,Genoa,Chievo,12,High conf,+65,20.09.17,lose
serie-a,Juventus,Fiorentina,1,High conf,+25,20.09.17,win
serie-a,Lazio,Napoli,1X,Med conf,+61,20.09.17,lose
serie-a,Udinese,Torino,12,High conf,+63,20.09.17,win
serie-a,Verona,Sampdoria,X2,High conf,+65,20.09.17,win
primera-division,Alaves,Villarreal,1,Med conf,+168,17.09.17,lose
primera-division,Girona,Sevilla,2,High conf,+131,17.09.17,win
primera-division,Las Palmas,Ath Bilbao,<2.5,Low conf,+15,17.09.17,win
primera-division,Sociedad,Real Madrid,2,Med conf,+19,17.09.17,win
primeira-liga,Belenenses,Estoril,X2,High conf,+92,17.09.17,lose
primeira-liga,Rio Ave,Porto,>1.5,Med conf,-16,17.09.17,win
primeira-liga,Sp Braga,Guimaraes,X,Med conf,+177,17.09.17,lose
ligue-1,Amiens,Marseille,12,High conf,+61,17.09.17,win
ligue-1,Angers,Metz,1X,Med conf,+2,17.09.17,lose
ligue-1,Rennes,Nice,12,High conf,+65,17.09.17,win
ligue-1,Paris SG,Lyon,>2.5,Med conf,+34,17.09.17,lose
bundesliga,Hoffenheim,Hertha,2,High conf,+404,17.09.17,lose
bundesliga,Leverkusen,Freiburg,2,Low conf,-72,17.09.17,lose
bundesliga,Dortmund,FC Koln,1X,Med conf,-9,17.09.17,win
serie-a,Sassuolo,Juventus,2,High conf,+48,17.09.17,win
serie-a,Milan,Udinese,1,High conf,+20,17.09.17,win
serie-a,Napoli,Benevento,1,High conf,-8,17.09.17,win
serie-a,Spal,Cagliari,1,High conf,+121,17.09.17,lose
serie-a,Torino,Sampdoria,1X,High conf,+47,17.09.17,win
serie-a,Chievo,Atalanta,1X,Low conf,--,17.09.17,win
serie-a,Genoa,Lazio,X2,High conf,+57,17.09.17,win
premier-league,Chelsea,Arsenal,1,Med conf,+29,17.09.17,lose
premier-league,Man United,Everton,1X,High conf,+26,17.09.17,win
primera-division,Levante,Valencia,X,High conf,+231,16.09.17,win
primera-division,Getafe,Barcelona,1X,Med conf,+500,16.09.17,lose
primera-division,Betis,La Coruna,1X,Med conf,+2,16.09.17,win
primera-division,Ath Madrid,Malaga,1X,Med conf,-31,16.09.17,win
primeira-liga,Maritimo,Aves,1X,Low conf,-109,16.09.17,win
primeira-liga,Boavista,Benfica,2,High conf,+30,16.09.17,lose
primeira-liga,Sp Lisbon,Tondela,12,Med conf,-18,16.09.17,win
ligue-1,Monaco,Strasbourg,1X,Med conf,-8,16.09.17,win
ligue-1,Dijon,St Etienne,12,High conf,+67,16.09.17,win
ligue-1,Troyes,Montpellier,12,Med conf,+35,16.09.17,win
ligue-1,Guingamp,Lille,12,High conf,+63,16.09.17,win
ligue-1,Nantes,Caen,1X,Low conf,-47,16.09.17,win
championship,Birmingham,Preston,1,Med conf,+119,16.09.17,lose
championship,Brentford,Reading,X2,Low conf,-17,16.09.17,win
championship,Bristol City,Derby,1X,High conf,+70,16.09.17,win
championship,Burton,Fulham,1X,Med conf,+77,16.09.17,win
championship,Cardiff,Sheffield Weds,1X,High conf,+56,16.09.17,win
championship,Hull,Sunderland,1X,High conf,+48,16.09.17,win
championship,Ipswich,Bolton,1X,High conf,+47,16.09.17,win
championship,Middlesbrough,QPR,1X,Med conf,+10,16.09.17,win
championship,Millwall,Leeds,1,Med conf,+147,16.09.17,win
championship,Nott'm Forest,Wolves,1,Med conf,+227,16.09.17,lose
championship,Barnsley,Aston Villa,1X,High conf,+104,16.09.17,lose
bundesliga,Bayern Munich,Mainz,X,Med conf,+34,16.09.17,lose
bundesliga,Ein Frankfurt,Augsburg,<2.5,High conf,+95,16.09.17,lose
bundesliga,Stuttgart,Wolfsburg,1X,High conf,+72,16.09.17,lose
bundesliga,Werder Bremen,Schalke 04,1,Med conf,+62,16.09.17,lose
bundesliga,RB Leipzig,M'gladbach,<2.5,High conf,+95,16.09.17,lose
serie-a,Crotone,Inter,2,High conf,+34,16.09.17,win
serie-a,Fiorentina,Bologna,>2.5,High conf,+90,16.09.17,win
serie-a,Roma,Verona,>2.5,High conf,+90,16.09.17,win
premier-league,Crystal Palace,Southampton,1,Med conf,+136,16.09.17,lose
premier-league,Huddersfield,Leicester,12,High conf,+65,16.09.17,lose
premier-league,Liverpool,Burnley,12,Med conf,-9,16.09.17,lose
premier-league,Newcastle,Stoke,12,High conf,+68,16.09.17,win
premier-league,Watford,Man City,2,Low conf,-64,16.09.17,win
premier-league,West Brom,West Ham,1,High conf,+127,16.09.17,lose
premier-league,Tottenham,Swansea,1X,Med conf,+62,16.09.17,win 
primera-division,Eibar,Leganes,X,High conf,+223,15.09.17,lose
primeira-liga,Pacos Ferreira,Setubal,1X,High conf,+44,15.09.17,win
ligue-1,Toulouse,Bordeaux,12,High conf,+67,15.09.17,win
bundesliga,Hannover,Hamburg,<2.5,High conf,+90,15.09.17,lose
premier-league,Bournemouth,Brighton,2,Med conf,+241,15.09.17,lose
primera-division,Leganes,Getafe,1X,High conf,+56,07.09.17,lose
primeira-liga,Benfica,Portimonense,1,High conf,+17,07.09.17,win
ligue-1,Lille,Bordeaux,1X,Med conf,+22,07.09.17,win
ligue-1,Metz,Paris SG,2,High conf,+13,07.09.17,win
championship,Derby,Hull,X,Low conf,+145,07.09.17,lose	
bundesliga,Hamburg,RB Leipzig,X2,High conf,+28,07.09.17,win
primera-division,Real Madrid,Levante,X,Low conf,0,08.09.17,win
primera-division,Valencia,Ath Madrid,1X,Med conf,+55,08.09.17,win
primera-division,Sevilla,Eibar,1,High conf,+60,08.09.17,win
primera-division,Barcelona,Espanol,X,Low conf,0,08.09.17,lose
primeira-liga,Tondela,Pacos Ferreira,>2.5,Med conf,+61,08.09.17,win
primeira-liga,Maritimo,Rio Ave,2,High conf,+165,08.09.17,lose
ligue-1,Nice,Monaco,X2,Low conf,0,08.09.17,lose
ligue-1,Caen,Dijon,1X,Med conf,+18,08.09.17,win
ligue-1,Troyes,Toulouse,12,High conf,+66,08.09.17,lose
ligue-1,Montpellier,Nantes,>2.5,High conf,+76,08.09.17,lose
ligue-1,Strasbourg,Amiens,12,Low conf,-707,08.09.17,win
championship,Aston Villa,Brentford,1X,High conf,+51,08.09.17,win
championship,Bolton,Middlesbrough,1,Med conf,+265,08.09.17,lose
championship,Fulham,Cardiff,2,Med conf,+214,08.09.17,lose
championship,Leeds,Burton,1X,High conf,+30,08.09.17,win
championship,Norwich,Birmingham,<2.5,Med conf,+46,08.09.17,win
championship,Preston,Barnsley,2,Low conf,+268,08.09.17,lose
championship,QPR,Ipswich,12,Med conf,+24,08.09.17,win
championship,Reading,Bristol City,1X,Med conf,+25,08.09.17,lose
championship,Wolves,Millwall,12,Med conf,+20,08.09.17,win
championship,Sheffield Weds,Nott'm Forest,1X,Med conf,+5,08.09.17,win
bundesliga,M'gladbach,Ein Frankfurt,1,High conf,+79,08.09.17,lose
bundesliga,Augsburg,FC Koln,1X,High conf,+95,08.09.17,lose
bundesliga,Mainz,Leverkusen,X2,High conf,+95,08.09.17,lose
bundesliga,Freiburg,Dortmund,2,High conf,+95,08.09.17,lose
bundesliga,Wolfsburg,Hannover,2,High conf,+351,08.09.17,lose
bundesliga,Hoffenheim,Bayern Munich,2,High conf,+46,08.09.17,lose
serie-a,Juventus,Chievo,1,Med conf,-49,08.09.17,win
premier-league,Man City,Liverpool,X2,Med conf,+86,08.09.17,lose
premier-league,Arsenal,Bournemouth,<2.5,Med conf,+50,08.09.17,lose
premier-league,Brighton,West Brom,X,High conf,+208,08.09.17,lose
premier-league,Everton,Tottenham,X,High conf,+242,08.09.17,lose
premier-league,Leicester,Chelsea,X2,Med conf,+14,08.09.17,win
premier-league,Southampton,Watford,1X,High conf,+30,08.09.17,lose
premier-league,Stoke,Man United,2,Med conf,+18,08.09.17,lose
primera-division,La Coruna,Sociedad,X2,Low conf,0,09.09.17,win
primera-division,Ath Bilbao,Girona,2,High conf,+406,09.09.17,lose
primera-division,Celta,Alaves,>1.5,Med conf,+0,09.09.17,lose
primera-division,Villarreal,Betis,1,High conf,+85,09.09.17,win
primeira-liga,Setubal,Sp Braga,1,Med conf,+145,09.09.17,win
primeira-liga,Guimaraes,Boavista,1X,Low conf,-40,09.09.17,win
primeira-liga,Estoril,Moreirense,1,High conf,+102,09.09.17,lose
ligue-1,St Etienne,Angers,1,Med conf,+79,09.09.17,lose
ligue-1,Lyon,Guingamp,1X,Med conf,-5,09.09.17,win
ligue-1,Marseille,Rennes,1,High conf,+67,09.09.17,lose
bundesliga,Hertha,Werder Bremen,X2,Med conf,+62,09.09.17,win
bundesliga,Schalke 04,Stuttgart,X2,Med conf,+62,09.09.17,lose
serie-a,Inter,Spal,12,High conf,+23,09.09.17,win
serie-a,Atalanta,Sassuolo,12,High conf,+47,09.09.17,win
serie-a,Cagliari,Crotone,12,High conf,+50,09.09.17,win
serie-a,Lazio,Milan,X,Low conf,0,09.09.17,lose
serie-a,Udinese,Genoa,1,Med conf,+60,09.09.17,win
serie-a,Verona,Fiorentina,X,Low conf,0,09.09.17,lose
serie-a,Benevento,Torino,>1.5,Med conf,-24,09.09.17,lose
serie-a,Bologna,Napoli,2,High conf,+35,09.09.17,win
premier-league,Burnley,Crystal Palace,1,High conf,+120,09.09.17,win
premier-league,Swansea,Newcastle,1,High conf,+118,09.09.17,lose
primera-division,Eibar,Ath Bilbao,1,Low conf,-76,27.08.17,lose
primera-division,Espanol,Leganes,>1.5,Low conf,-119,27.08.17,lose
primera-division,Getafe,Sevilla,1,Low conf,+18,27.08.17,lose
primera-division,Real Madrid,Valencia,1X,High conf,+14,27.08.17,win
primeira-liga,Boavista,Aves,2,Med conf,+223,27.08.17,lose
primeira-liga,Sp Lisbon,Estoril,X2,High conf,+345,27.08.17,lose
primeira-liga,Sp Braga,Porto,>2.5,High conf,+88,27.08.17,lose
ligue-1,Guingamp,Strasbourg,1X,High conf,+48,27.08.17,win
ligue-1,Angers,Lille,2,High conf,+253,27.08.17,lose
ligue-1,Monaco,Marseille,>2.5,Low conf,--,27.08.17,win
bundesliga,RB Leipzig,Freiburg,12,High conf,+95,27.08.17,win
bundesliga,Hannover,Schalke 04,1,Med conf,+188,27.08.17,win
serie-a,Torino,Sassuolo,1X,High conf,+45,27.08.17,win
serie-a,Milan,Cagliari,1,High conf,+23,27.08.17,win
serie-a,Chievo,Lazio,1,High conf,+252,27.08.17,lose
serie-a,Crotone,Verona,1,High conf,+146,27.08.17,lose
serie-a,Fiorentina,Sampdoria,12,Low conf,--,27.08.17,win
serie-a,Napoli,Atalanta,1,High conf,+40,27.08.17,win
serie-a,Spal,Udinese,X2,Low conf,--,27.08.17,lose
premier-league,Chelsea,Everton,X2,Low conf,+102,27.08.17,lose
premier-league,West Brom,Stoke,<2.5,High conf,+90,27.08.17,win
premier-league,Liverpool,Arsenal,2,Low conf,+115,27.08.17,lose
premier-league,Tottenham,Burnley,12,Med conf,+62,27.08.17,lose
primera-division,Alaves,Barcelona,X,Med conf,+449,26.08.17,lose
primera-division,Girona,Malaga,>1.5,Low conf,--,26.08.17,lose
primera-division,Levante,La Coruna,2,Med conf,+222,26.08.17,lose
primera-division,Las Palmas,Ath Madrid,X,High conf,+258,26.08.17,lose
primeira-liga,Moreirense,Tondela,X2,Low conf,--,26.08.17,win
primeira-liga,Pacos Ferreira,Guimaraes,X2,Low conf,--,26.08.17,win
primeira-liga,Rio Ave,Benfica,2,High conf,+51,26.08.17,win
ligue-1,Nantes,Lyon,2,High conf,+105,26.08.17,lose
ligue-1,Amiens,Nice,BTTS,High conf,+95,26.08.17,lose
ligue-1,Bordeaux,Troyes,1,Low conf,-128,26.08.17,win
ligue-1,Caen,Metz,1X,High conf,+43,26.08.17,win
ligue-1,Dijon,Montpellier,1,High conf,+146,26.08.17,win
ligue-1,Toulouse,Rennes,1,High conf,+126,26.08.17,win
championship,Barnsley,Sunderland,12,Med conf,+25,26.08.17,win
championship,Birmingham,Reading,<2.5,Med conf,+64,26.08.17,win
championship,Brentford,Wolves,X2,Low conf,-63,26.08.17,win
championship,Burton,Sheffield Weds,<2.5,Med conf,+23,26.08.17,win
championship,Cardiff,QPR,1,Med conf,+42,26.08.17,win
championship,Ipswich,Fulham,1,Med conf,+183,26.08.17,lose
championship,Middlesbrough,Preston,1,Med conf,+31,26.08.17,lose
championship,Millwall,Norwich,12,High conf,+51,26.08.17,win
championship,Nott'm Forest,Leeds,1X,Low conf,+2,26.08.17,lose
bundesliga,Leverkusen,Hoffenheim,2,High conf,+224,26.08.17,lose
bundesliga,Ein Frankfurt,Wolfsburg,<2.5,Med conf,+57,26.08.17,win
bundesliga,Augsburg,M'gladbach,2,High conf,+92,26.08.17,lose
bundesliga,Stuttgart,Mainz,1,High conf,+79,26.08.17,win
bundesliga,Werder Bremen,Bayern Munich,2,High conf,+95,26.08.17,win
bundesliga,Dortmund,Hertha,1X,Low conf,--,26.08.17,win
serie-a,Benevento,Bologna,X2,Low conf,--,26.08.17,win
serie-a,Genoa,Juventus,2,High conf,+40,26.08.17,win
serie-a,Roma,Inter,X2,Low conf,--,26.08.17,win
premier-league,Bournemouth,Man City,12,High conf,+12,26.08.17,win
premier-league,Crystal Palace,Swansea,1,High conf,+82,26.08.17,lose
premier-league,Huddersfield,Southampton,X2,High conf,+57,26.08.17,win
premier-league,Newcastle,West Ham,<2.5,High conf,+90,26.08.17,lose
premier-league,Watford,Brighton,12,High conf,+60,26.08.17,lose
premier-league,Man United,Leicester,1X,Med conf,-12,26.08.17,win
primera-division,Sociedad,Villarreal,2,High conf,+263,25.08.17,lose
primera-division,Betis,Celta,X,Med conf,+199,25.08.17,lose
primeira-liga,Belenenses,Setubal,>2.5,High conf,+80,25.08.17,lose
ligue-1,Paris SG,St Etienne,1X,Med conf,-24,25.08.17,lose
super-lig,Galatasaray,Sivasspor,1,High conf,+34,25.08.17,win
championship,Bristol City,Aston Villa,1,Med conf,+114,25.08.17,lose
championship,Hull,Bolton,1,Low conf,-3,25.08.17,win
bundesliga,FC Koln,Hamburg,2,High conf,+336,25.08.17,win
primera-division,Levante,Villarreal,2,High conf,+139,21.08.17,lose
primera-division,Malaga,Eibar,>1.5,High conf,+3,21.08.17,lose
super-lig,Konyaspor,Genclerbirligi,12,Med conf,+40,21.08.17,win
premier-league,Man City,Everton,X2,Low conf,-1109,21.08.17,win
ligue-1,Lille,Caen,1X,High conf,+42,20.08.17,lose
ligue-1,Marseille,Angers,1,Med conf,+30,20.08.17,lose
ligue-1,Paris SG,Toulouse,1,Med conf,-51,20.08.17,win
bundesliga,Freiburg,Ein Frankfurt,12,Med conf,+47,20.08.17,lose
bundesliga,M'gladbach,FC Koln,1,Med conf,+68,20.08.17,win
primera-division,Ath Bilbao,Getafe,12,High conf,+29,20.08.17,lose
primera-division,Barcelona,Betis,1X,High conf,+10,20.08.17,win
primera-division,La Coruna,Real Madrid,2,High conf,+34,20.08.17,win
serie-a,Atalanta,Roma,12,Med conf,+13,20.08.17,win
serie-a,Bologna,Torino,X2,Med conf,-1,20.08.17,win
serie-a,Crotone,Milan,X2,Med conf,-27,20.08.17,win
serie-a,Inter,Fiorentina,2,High conf,+491,20.08.17,lose
serie-a,Lazio,Spal,>1.5,High conf,+10,20.08.17,lose
serie-a,Sampdoria,Benevento,X,Low conf,+170,20.08.17,lose
serie-a,Sassuolo,Genoa,1X,Med conf,-5,20.08.17,win
serie-a,Udinese,Chievo,X2,Med conf,+39,20.08.17,win
primeira-liga,Setubal,Chaves,>2.5,Low conf,-3,20.08.17,lose
primeira-liga,Porto,Moreirense,12,High conf,+10,20.08.17,win
primeira-liga,Maritimo,Boavista,X2,Med conf,+29,20.08.17,lose
super-lig,Antalyaspor,Akhisar Belediyespor,X2,High conf,+75,20.08.17,win
super-lig,Fenerbahce,Trabzonspor,X2,High conf,+125,20.08.17,win
premier-league,Huddersfield,Newcastle,2,Low conf,--,20.08.17,lose
premier-league,Tottenham,Chelsea,X2,Low conf,--,20.08.17,win
super-lig,Bursaspor,Alanyaspor,<2.5,Low conf,+8,19.08.17,lose
super-lig,Osmanlispor,Galatasaray,<2.5,Low conf,+8,19.08.17,lose
ligue-1,Lyon,Bordeaux,1X,High conf,+36,19.08.17,win
ligue-1,Montpellier,Strasbourg,BTTS,High conf,+86,19.08.17,win
ligue-1,Nice,Guingamp,2,High conf,+296,19.08.17,lose
ligue-1,Rennes,Dijon,>2.5,Med conf,+60,19.08.17,win 
ligue-1,St Etienne,Amiens,BTTS,High conf,+87,19.08.17,lose
ligue-1,Troyes,Nantes,>2.5,High conf,+68,19.08.17,lose
primeira-liga,Tondela,Estoril,2,Low conf,+119,19.08.17,win
primeira-liga,Guimaraes,Sp Lisbon,X2,Low conf,-38,19.08.17,win
primeira-liga,Benfica,Belenenses,1,Med conf,-11,19.08.17,win
primera-division,Sevilla,Espanol,1,High conf,+50,19.08.17,lose
serie-a,Juventus,Cagliari,1,Med conf,-21,19.08.17,win
serie-a,Verona,Napoli,12,Med conf,-15,19.08.17,win
premier-league,Swansea,Man United,2,Low conf,--,19.08.17,win
premier-league,Bournemouth,Watford,<2.5,High conf,+90,19.08.17,win
premier-league,Burnley,West Brom,2,Low conf,--,19.08.17,win
premier-league,Leicester,Brighton,12,Low conf,--,19.08.17,win
premier-league,Liverpool,Crystal Palace,2,Med conf,+771,19.08.17,lose
premier-league,Southampton,West Ham,2,Med conf,+351,19.08.17,lose
premier-league,Stoke,Arsenal,12,Low conf,--,19.08.17,win
bundesliga,Hamburg,Augsburg,12,Med conf,+62,19.08.17,win
bundesliga,Hertha,Stuttgart,1X,Med conf,+58,19.08.17,win
bundesliga,Hoffenheim,Werder Bremen,1,Med conf,+53,19.08.17,win
bundesliga,Mainz,Hannover,X2,Med conf,+48,19.08.17,win
bundesliga,Wolfsburg,Dortmund,12,Med conf,+22,19.08.17,win
bundesliga,Schalke 04,RB Leipzig,2,Med conf,+101,19.08.17,lose
primera-division,Celta,Sociedad,>1.5,Med conf,-23,19.08.17,win
primera-division,Girona,Ath Madrid,12,High conf,+17,19.08.17,lose
bundesliga,Bayern Munich,Leverkusen,1,Med conf,-12,19.08.17,win
championship,Aston Villa,Norwich,1X,Med conf,+32,19.08.17,win
championship,Bolton,Derby,X2,Low conf,-19,19.08.17,win
championship,Bristol City,Millwall,1X,High conf,+42,19.08.17,win
championship,Fulham,Sheffield Weds,1X,High conf,+52,19.08.17,lose
championship,Ipswich,Brentford,1,High conf,+179,19.08.17,win
championship,Nott'm Forest,Middlesbrough,X2,High conf,+40,19.08.17,lose
championship,Preston,Reading,1X,High conf,+61,19.08.17,win
